seed,module,coverage,mean_distance,gini,training_loss,train_seconds,search_seconds,total_seconds,selected_indices
1014,GAT,0.7067510635054549,4.669940083820781,0.23738987585930993,1.0226480960845947,0.5558364000171423,0.8184889999974985,1.3743254000146408,2 6 20 28 36 45 57 61 63 64 67 75
1014,GCN,0.667521466000316,4.632550402963141,0.22287729490851915,1.0225638151168823,0.5134365999838337,0.684712699992815,1.1981492999766488,2 5 8 10 15 23 27 28 63 67 73 74
1014,GraphSAGE,0.7344545239996042,4.423175271163849,0.270647620579757,1.0238251686096191,0.5581959999981336,0.721298000018578,1.2794940000167117,5 25 27 43 45 49 61 63 64 71 72 74
1014,MLP+fixed diffusion,0.7088190518151561,4.536931542439119,0.2342335638156705,1.0225132703781128,0.5283876999747008,0.7377102999889757,1.2660979999636766,2 20 27 45 46 49 61 67 71 73 74 75
1015,GAT,0.7081603073958813,4.283692771941028,0.2832892641972313,1.0092923641204834,0.6176417999959085,0.8320894000062253,1.4497312000021338,0 5 7 15 18 20 23 50 51 63 69 74
1015,GCN,0.69893706536395,4.4659176819458555,0.25438193459542646,1.0109562873840332,0.5070660999917891,0.737594900012482,1.244661000004271,5 9 18 23 24 61 63 70 71 73 75 78
1015,GraphSAGE,0.7351411957905991,4.277464433716575,0.25318472206147613,1.0098315477371216,0.5485855999868363,0.7381202000251506,1.2867058000119869,2 5 18 20 23 46 61 67 71 72 73 74
1015,MLP+fixed diffusion,0.69893706536395,4.4659176819458555,0.25438193459542646,1.0117436647415161,0.5247057999949902,0.7519237000087742,1.2766295000037644,5 9 18 23 24 61 63 70 71 73 75 78
1016,GAT,0.762502679703255,4.549005340687211,0.26063128704564753,1.0267884731292725,0.551423299999442,0.751776199991582,1.303199499991024,2 5 20 36 39 45 63 70 71 72 73 74
1016,GCN,0.7594982469140081,4.500214449512532,0.23863583550106815,1.0251156091690063,0.49736599999596365,0.7411007999908179,1.2384667999867816,2 5 20 27 39 45 50 61 63 71 74 75
1016,GraphSAGE,0.7412686995976725,4.570151778707458,0.24397141315264492,1.026830792427063,0.5430076000047848,0.7415809000085574,1.2845885000133421,1 2 20 27 39 45 61 63 64 66 74 75
1016,MLP+fixed diffusion,0.7469114883876169,4.604758390842612,0.24439255389824466,1.0255950689315796,0.5308667999925092,0.7150820000097156,1.2459488000022247,5 13 20 27 28 34 39 45 63 67 73 75
1017,GAT,0.7480179785141519,4.516083891677827,0.2461670328591744,1.0500624179840088,0.559853499988094,1.0612973000097554,1.6211507999978494,5 10 20 23 27 28 51 61 63 72 73 74
1017,GCN,0.7070201766702465,4.345104429273345,0.2518927198122938,1.0511468648910522,0.5124358000175562,0.7297607000218704,1.2421965000394266,13 17 20 23 27 35 39 46 61 71 73 75
1017,GraphSAGE,0.7480179785141519,4.516083891677827,0.2461670328591744,1.0517016649246216,0.5441688999999315,0.6616608999902382,1.2058297999901697,5 10 20 23 27 28 51 61 63 72 73 74
1017,MLP+fixed diffusion,0.7070201766702465,4.345104429273345,0.2518927198122938,1.051353931427002,0.5136207999894395,0.6509853000170551,1.1646061000064947,13 17 20 23 27 35 39 46 61 71 73 75
1018,GAT,0.747739036582746,4.4305357391255225,0.25845465905787135,0.9995931386947632,0.5798163000144996,0.6784818000160158,1.2582981000305153,0 2 18 20 39 61 63 64 66 67 75 78
1018,GCN,0.7220967364326589,4.407263264689701,0.2374313915973657,1.0011208057403564,0.5106316999881528,0.8478110000141896,1.3584427000023425,2 13 18 20 23 46 49 61 67 71 73 75
1018,GraphSAGE,0.7370733968871765,4.496127408654938,0.2552373493332418,1.0000988245010376,0.5457461000187322,0.6681021999975201,1.2138483000162523,0 2 13 18 20 39 50 61 63 67 69 75
1018,MLP+fixed diffusion,0.7141602519674982,4.496028452445093,0.2445821573749618,1.0025213956832886,0.518846700026188,0.7144941999868024,1.2333409000129905,5 13 23 25 27 45 61 63 67 71 73 75
1019,GAT,0.7524795106437336,4.521685709567713,0.24208770599403628,1.0334172248840332,0.6185801000101492,0.6820524000213481,1.3006325000314973,5 20 27 28 39 45 58 61 63 64 74 75
1019,GCN,0.7529270478220704,4.562605891237355,0.23087990313078288,1.0347851514816284,0.5118205999897327,0.7417587999952957,1.2535793999850284,2 5 12 20 27 28 39 45 61 63 73 75
1019,GraphSAGE,0.7286397903215474,4.5817199659692855,0.23599772059117752,1.0352132320404053,0.5592923999938648,0.7778748999990057,1.3371672999928705,2 5 15 20 27 37 39 45 63 67 73 74
1019,MLP+fixed diffusion,0.7286397903215474,4.5817199659692855,0.23599772059117752,1.0352067947387695,0.5187266999855638,0.7066440999915358,1.2253707999770995,2 5 15 20 27 37 39 45 63 67 73 74
1020,GAT,0.7159487634574772,4.425835705634184,0.2452450838057817,1.0251011848449707,0.5685232000250835,0.6653187999909278,1.2338420000160113,2 20 23 27 35 46 61 66 67 73 74 75
1020,GCN,0.7237534250846591,4.710103816855241,0.21809459748340143,1.0246225595474243,0.5155162999872118,0.7789143999980297,1.2944306999852415,5 10 12 20 23 27 37 61 63 67 73 75
1020,GraphSAGE,0.7089811725878574,4.4125442986447965,0.25704702495247167,1.024782419204712,0.5429326000157744,0.7186605999886524,1.2615932000044268,2 5 20 23 27 35 46 61 64 67 71 75
1020,MLP+fixed diffusion,0.7027786154227866,4.528044360308072,0.24452175836266643,1.0248016119003296,0.5265804000082426,0.759544200001983,1.2861246000102255,1 2 18 20 31 50 61 67 71 72 74 76
1021,GAT,0.7179713436251175,4.409425965481489,0.25718393524982675,1.0334365367889404,0.5533437999838497,0.8830756999959704,1.43641949997982,2 9 20 23 27 35 46 61 71 72 73 74
1021,GCN,0.7037437244896887,4.434497410983112,0.24590283599463414,1.032127022743225,0.5078679999860469,0.7565746000036597,1.2644425999897067,7 12 17 18 20 28 39 46 61 62 73 75
1021,GraphSAGE,0.7179713436251175,4.409425965481489,0.25718393524982675,1.0326883792877197,0.5616224999830592,0.7577222999825608,1.31934479996562,2 9 20 23 27 35 46 61 71 72 73 74
1021,MLP+fixed diffusion,0.7179713436251175,4.409425965481489,0.25718393524982675,1.0333726406097412,0.527247999998508,0.6816390000167303,1.2088870000152383,2 9 20 23 27 35 46 61 71 72 73 74
1022,GAT,0.7252197035736238,4.24820973593336,0.2633596862453219,1.027073621749878,0.5695231000136118,0.8154707000066992,1.384993800020311,17 19 20 23 27 35 46 51 61 71 73 78
1022,GCN,0.7305190994908369,4.435220403815017,0.26906064601759316,1.0280520915985107,0.5319775000098161,0.7136640000098851,1.2456415000197012,0 2 18 19 20 27 39 61 63 66 73 78
1022,GraphSAGE,0.6979272466106002,4.722544031534456,0.23548380831318705,1.0259703397750854,0.5293322000070475,0.7199352000025101,1.2492674000095576,2 5 10 20 23 27 31 61 64 67 69 75
1022,MLP+fixed diffusion,0.7305190994908369,4.435220403815017,0.26906064601759316,1.0272266864776611,0.529399499995634,0.7880406999902334,1.3174401999858674,0 2 18 19 20 27 39 61 63 66 73 78
1023,GAT,0.7206169446493004,4.407797013364582,0.26503250594757854,1.0235346555709839,0.5610179999785032,0.7202510999923106,1.2812690999708138,0 2 18 25 39 52 61 63 64 66 74 75
1023,GCN,0.717508176855135,4.5664310950092535,0.2395838341609814,1.0211906433105469,0.5126388999924529,0.7844357999856584,1.2970746999781113,2 7 8 10 23 27 57 61 63 71 72 74
1023,GraphSAGE,0.6967198641443831,4.274836582621984,0.256305353846364,1.0222723484039307,0.5535445999994408,0.7978927999793086,1.3514373999787495,5 18 23 25 27 46 51 61 64 67 69 74
