positive_negative_weight_ratio,coverage_mean,coverage_sd,distance_mean,distance_sd,gini_mean,gini_sd,train_seconds_mean,total_seconds_mean
0.1,0.7310765049386855,0.022877809664789316,4.4469676457450245,0.09195086317900646,0.24723646441708422,0.009721149332281558,0.5545401300027152,1.2978153200019733
0.3,0.7138498919754672,0.027486242807418005,4.475562784775126,0.1325045586459073,0.24499890316444956,0.016480670193171926,0.5762345900002401,1.2308386449993123
1.0,0.7113588461163499,0.036389166537321035,4.52629993407852,0.15792881765490743,0.2432667213383609,0.01819481553269673,0.561468875000719,1.248794789997919
3.0,0.7162945955759711,0.021661852398535127,4.525811691549718,0.0853665896194304,0.23929863128210202,0.010821707585038217,0.558338760001061,1.2180247750045965
10.0,0.725294961468262,0.02488812743169275,4.5472305839240335,0.1126312006950101,0.2382433770006939,0.014088942884216336,0.5636341499965056,1.2383908499992686
